,prompt_overlap,avg_word_length,sent_length,cosineword2vec,cosinedoc2vec,fsts,noun_overlap,content_overlap,ttr,jc_sim,sps,cs_use,cosine_elmo,lsa1,lsa2,lsa3,score
1259,0.0488,4.4167,12,0.1566,-0.1835,0.1155,0.25,0.2308,0.2814239493,0.1864216066,0.3333333333,0.6596410871,0.7672,0.2437973836071756,0.2319108660267381,0.9416900689531688,1
1260,0.2195,4.0833,24,0.4102,-0.3436,0.86,0.75,0.6154,-0.1945907615,0.6808716617,0.5,0.8682243228000001,0.8978,0.1907161591288177,0.23247268476653346,0.9537210270747896,1
1261,0.2927,4.5476,42,0.3944,-0.17600000000000002,0.1632,0.875,0.7692,-0.3315719411,0.4389943447,0.8260869565000001,0.830815196,0.8668,0.2288770764645529,0.2274994143284989,0.9464984418102488,1
1262,0.2439,4.4615,26,0.4445,-0.1533,0.0,0.75,0.6154,-0.3876206724,0.5650088489,0.6666666667,0.8709069490000001,0.866,0.13502940133118116,0.24768454713416,0.9593849206064732,1
1263,0.2195,4.6957,23,0.3663,0.5182,0.767,0.5,0.5385,0.2548725418,0.5507960505,0.75,0.7881040573,0.8529,0.2733911446236349,0.21053377448104216,0.9385802106608389,1
1264,0.0976,4.6364,11,0.1931,-0.8296,0.8181,0.25,0.2308,-0.3590447338,0.3477292417,0.3333333333,0.8282768726,0.7749,0.15261157352321178,0.2653713519167067,0.9519914669831178,0
1265,0.122,4.4,15,0.2268,0.2246,0.0,0.5,0.3846,-0.1496257739,0.3501902229,0.4166666667,0.8371368647,0.7591,0.12066369110608195,0.23396949741251946,0.9647271883435176,0
1266,0.1463,4.3529,17,0.3177,0.1656,0.767,0.5,0.5385,-0.2873239064,0.4087016127000001,0.4166666667,0.8032985926,0.8693,0.12957392303280327,0.23434238717810665,0.9634802769343829,0
1267,0.0976,5.4286,7,0.1688,-0.5638,0.4437,0.375,0.2308,-0.5573551948,0.2560271511,0.3333333333,0.8499948381999999,0.7041,0.18349676215973373,0.2447917139712171,0.9520535463134034,0
1268,0.0732,4.1667,24,0.2125,0.8324,0.0,0.125,0.1538,0.6311662136999999,0.2912991405,0.4166666667,0.4212153256,0.6868,0.3450259467030305,0.5655069864291271,0.7491054294300132,1
1269,0.0488,4.9,10,0.1566,0.4589,0.0,0.25,0.2308,0.2544894414,0.1864216066,0.3333333333,0.6679686308,0.7332,0.1240983505021261,0.2344517461369733,0.9641742467707671,1
1270,0.1707,4.4348,23,0.3698,0.5055,0.1795,0.625,0.5385,0.221818516,0.4861676951,0.6153846154,0.7802189589,0.8429,0.25921330717556235,0.20743351064917415,0.94328140024219,1
1271,0.1707,4.2609,23,0.3462,0.1608,0.0767,0.625,0.4615,-0.1565832282,0.5457346386,0.6666666667,0.8041744231999999,0.8307,0.12613974679773246,0.2404325328528707,0.962434912824632,0
1272,0.0488,3.3636,22,0.1624,-0.2114,0.01,0.25,0.2308,0.12678651,0.2866592355,0.3333333333,0.7184094787,0.71,0.12497477919392955,0.24111656771372306,0.9624157653215072,0
1273,0.0244,4.2308,13,0.1281,0.1161,0.1179,0.125,0.1538,0.27580489,0.1882015217,0.25,0.684628427,0.7625,0.16995810246690113,0.26329716615800464,0.9496256344997298,0
1274,0.0488,4.3571,14,0.1216,0.14,0.1382,0.125,0.1538,0.2166858947,0.1291731061,0.3333333333,0.5620145797999999,0.5765,0.17327733290190142,0.9686301641344692,0.17813076946792394,0
1275,0.122,4.1429,14,0.1587,-0.1757,0.1378,0.125,0.1538,0.3374835816,0.2200287962,0.5,0.4671579897,0.6227,0.2238227411505343,0.24442307166927624,0.9434833027561308,0
1276,0.1463,4.25,20,0.2707,-0.0917,0.0742,0.5,0.4615,-0.2447341289,0.4442154905,0.5,0.9020197988,0.8540000000000001,0.1224721883655704,0.23379861684780806,0.96454070408511,0
1277,0.1707,4.2857,14,0.2241,0.2707,0.2498,0.375,0.3846,-0.208646874,0.34640484990000003,0.4166666667,0.8745105863,0.8528,0.12682371429596634,0.2330776580611046,0.9641527632097134,0
1278,0.0488,3.8571,14,0.1452,0.7191,0.2106,0.125,0.2308,0.3929601287,0.1816704981,0.25,0.6211473346,0.7231,0.2930012480625511,0.19990039950564945,0.9349813361299086,1
1279,0.2439,4.6957,23,0.4511,0.2209,0.0845,0.875,0.6923,-0.1897606048,0.5804605528,0.5,0.8710137606,0.8382,0.1818953010723249,0.22080722236649405,0.9582057555653702,1
1280,0.2439,4.913,23,0.48,-0.1062,0.011,0.875,0.6923,3.98937663752932e-05,0.5496496241,0.6,0.8034969568000001,0.8328,0.2304233095264361,0.21160061150563125,0.9498053904023324,1
1281,0.2195,4.7727,22,0.3947,0.394,0.1836,0.625,0.6154,-0.0952155147,0.6312893978,0.6153846154,0.8742635846,0.8629,0.19364902064801576,0.22008070597713547,0.9560672254913196,1
1282,0.0488,4.0435,23,0.1813,0.345,0.0742,0.25,0.2308,0.1414802261,0.2508025686,0.5833333333,0.6521340013,0.6931,0.17455399776905264,0.23574024040151534,0.9560112138036234,1
1283,0.1707,4.3125,16,0.3641,0.653,1.179,0.875,0.5385,-0.4120237166,0.6148137412,0.6666666667,0.8275185823000001,0.8448,0.13497097357458318,0.2392620991654077,0.9615282024960536,0
1284,0.2683,4.76,25,0.4697,0.1439,0.2106,0.875,0.6154,-0.0185764467,0.5510805295000001,0.6,0.8526488543,0.8515,0.2301819859058943,0.2113864837679542,0.9499115789612416,1
1285,0.0488,3.6,10,0.1185,0.7552,0.0,0.25,0.1538,-0.2087352139,0.1936864905,0.3333333333,0.8365126848000001,0.6904,0.2464122014108128,0.2647003893183459,0.9323168618504084,0
1286,0.2308,3.9688,32,0.4673,0.3279,0.34700000000000003,0.6667,0.5333,-0.0332121239,0.6045386289,0.6315789474,0.7445319295,0.8089,0.1933851530062556,0.2397022526823816,0.9513910934288481,1
1287,0.1282,3.8438,32,0.2824,-0.2761,0.1875,0.4444,0.2667,0.4486545361,0.43516793,0.3684210526,0.7276729345,0.8133,0.1643313392507791,0.2430622286321796,0.9559895208381751,0
1288,0.0256,3.9565,23,0.2291,0.2172,0.0664,0.0,0.1333,-0.5904308155,0.2285425924,0.3684210526,0.5967909694,0.7264,0.28482893321053354,0.3244026608323575,0.9020174014125424,0
1289,0.0,5.375,16,0.2636,0.2967,0.1829,0.0,0.0,-0.8530716036,0.1384547644,0.7368421053,0.3907098174000001,0.5643,0.6846584269731669,0.15006797729233345,0.7132478114694895,0
1290,0.1795,3.8667,15,0.2866,0.0558,0.1136,0.5556,0.4667,-0.1628475086,0.4736842105,0.3684210526,0.7546138167,0.8324,0.15373227015652902,0.25653293172527114,0.9542312319626504,1
1291,0.0769,4.5556,9,0.1481,0.8064,0.0345,0.2222,0.2,-0.23849298010000006,0.2156975595,0.2105263158,0.5860899687,0.6341,0.13367034992847165,0.2344651676564573,0.9628906078604303,0
1292,0.1282,4.1429,21,0.2779,0.1869,0.2292,0.4444,0.4,-0.2684318631,0.3880007865,0.4736842105,0.5191014409,0.7595,0.13348489885815096,0.23434862783903956,0.9629447037118946,0
1293,0.0769,4.3846,13,0.2249,-0.4920000000000001,0.2952,0.3333,0.2,0.0126828236,0.2309544018,0.3157894737,0.6691318154,0.723,0.11926851869223293,0.2340295617184776,0.9648860993354696,0
1294,0.0769,3.5833,12,0.1499,-0.3246,0.1111,0.2222,0.2667,-0.3856919215,0.2139382968,0.1578947368,0.7205168605,0.6911,0.12781432926954814,0.2364608488990673,0.9631976765811407,0
1295,0.0,4.1111,9,0.1038,-0.1842,0.3531,0.0,0.0,-0.5555362844,0.0322254826,0.2631578947,0.2114682496,0.4621,0.8211539816009016,0.12106221745208685,0.5577186369546654,0
1296,0.1282,5.0,8,0.1699,-0.3758,0.8266,0.2222,0.2,-0.3049238154,0.1675728897,0.2105263158,0.6691383719,0.5479999999999999,0.1240126471456202,0.2317845154134671,0.9648299341140284,0
1297,0.0513,4.0667,15,0.1305,-0.2251,0.6618,0.0,0.0667,-0.5809993578,0.0765595599,0.3157894737,0.5655434728000001,0.5578,0.13079389526053312,0.24075676644119934,0.961732362133746,1
1298,0.2308,4.6667,27,0.4025,-0.1634,0.1513,0.5556,0.4,0.1983339944,0.4901786595,0.5789473684,0.7847482562,0.8191,0.22686371717049364,0.22208843161708813,0.9482666198772622,1
1299,0.1282,3.9167,12,0.1723,0.4942,0.1562,0.2222,0.2667,-0.4703881032,0.2143005824,0.2105263158,0.6630039811,0.6823,0.11920132418688045,0.2325926813742139,0.9652417774232772,0
1300,0.0256,4.0,10,0.1272,-0.8248,0.1243,0.1111,0.1333,0.449389012,0.2105263158,0.1052631579,0.5755074024,0.7382,0.21300448543816008,0.30376367149742384,0.928631639059121,0
1301,0.2051,4.2703,37,0.3373,0.2307,0.3933,0.6667,0.5333,0.3384745717,0.6374828336,0.5263157895,0.7759422659999999,0.8253,0.2029621862574996,0.25316140737825465,0.9458941022988976,1
1302,0.0256,3.8462,13,0.0853,0.156,0.2496,0.0,0.0667,-0.1674399897,0.1111670441,0.1578947368,0.3440428078,0.6111,0.3590656493746689,0.237582668589638,0.9025665266477444,1
1303,0.1538,4.3125,16,0.27,-0.556,0.4236,0.3333,0.3333,-0.3721744445,0.3780992055,0.4210526316,0.7298771739,0.7679,0.14441873777855244,0.2342326881861573,0.9613939234068084,1
1304,0.1026,5.1,10,0.1675,0.8218,0.3421,0.2222,0.2,-0.4978763961,0.17438673640000002,0.2631578947,0.7342838645,0.6612,0.1187799252878543,0.2342560854377261,0.9648914010312272,0
1305,0.0513,3.9091,11,0.1409,0.4627,0.3778,0.1111,0.0667,0.2387926992,0.17143799329999998,0.2105263158,0.5192342401,0.6688,0.177179801957633,0.2604685175499696,0.9490855963207824,0
1306,0.2051,4.125,16,0.2889,0.4988,0.4239,0.3333,0.2667,-0.0723726587,0.4135853521,0.3684210526,0.7483599186,0.7955,0.13113462476601842,0.23527235550076625,0.9630423816865988,1
1307,0.0256,3.625,8,0.122,0.1464,0.4738,0.1111,0.1333,-0.1342793746,0.1617633483,0.1052631579,0.5859825611,0.6581,0.14658663584194384,0.24227228523801944,0.9590706428611446,0
1308,0.1026,4.2,15,0.1779,-0.2317,0.3421,0.2222,0.2,-0.6656934875,0.1764605739,0.3157894737,0.6684625149,0.6816,0.12424294054371965,0.2325285476911784,0.9646212553296144,0
1309,0.1026,4.9286,14,0.2006,0.1065,0.1136,0.3333,0.2,0.1550453598,0.2767818681,0.2105263158,0.6510578394,0.7155,0.14075549797761575,0.2411016263502925,0.960238457655346,1
1310,0.1026,4.4,10,0.1378,0.1252,0.0345,0.2222,0.2,-0.5595814822999999,0.1616690034,0.2105263158,0.7149060965,0.6354,0.11824883303914514,0.2335666718194689,0.96512373470973,0
1311,0.1538,4.5455,11,0.1947,-0.192,0.0664,0.2222,0.2,0.0643216152,0.2202044686,0.2631578947,0.7262372971,0.7331,0.12759062737750548,0.2359808396416504,0.9633450446893034,0
1312,0.1026,4.5333,15,0.1845,-0.0879,0.166,0.2222,0.1333,0.1659088843,0.2206160954,0.2105263158,0.59631145,0.7412,0.15486318207987854,0.2376943609467066,0.9589154215102764,0
1313,0.0769,3.75,12,0.1621,0.2684,0.2052,0.2222,0.2,-0.3166599103,0.2026776407,0.2105263158,0.6299335361,0.7051,0.13020637754667708,0.23563973563223556,0.9630785088648496,0
1314,0.0769,3.6667,27,0.244,0.7224,0.2464,0.2222,0.2667,-0.2205181598,0.2589797464,0.4736842105,0.6568828225,0.8072,0.12672418944010033,0.23773479767225156,0.9630281126667504,0
1315,0.2308,4.2381,21,0.3379,0.2327,0.2433,0.5556,0.4,0.0386083851,0.4908599462,0.4736842105,0.7802096605,0.8248,0.13956488019620458,0.23672255022845495,0.9615009508207236,0
1316,0.1282,4.2222,9,0.1723,-0.0996,0.2987,0.2222,0.2667,-0.34819779100000003,0.2143005824,0.2105263158,0.6904823184000001,0.6336,0.11920132418688045,0.2325926813742139,0.9652417774232772,0
1317,0.1282,3.9048,21,0.229,0.3822,0.6167,0.2222,0.2,-0.052044989900000005,0.2651336915,0.3157894737,0.6513496041,0.7667,0.11686836951826918,0.2337095204213259,0.9652572943368908,0
1318,0.2308,4.3043,23,0.3724,0.3284,0.34700000000000003,0.6667,0.4667,-0.0345430056,0.5435084212,0.5263157895,0.7621386051000001,0.8063,0.1326814502088956,0.2377289479643491,0.9622268859630916,0
1319,0.0,3.381,21,0.1256,0.6595,0.1875,0.0,0.1333,0.6535878851,0.1578947368,0.1052631579,0.2446547747,0.6192,0.7914165012423791,0.40693408629649697,0.4561409551567439,1
1320,0.0,4.1538,13,0.1123,0.1224,0.0664,0.0,0.0,0.33896174240000004,0.0644393514,0.1578947368,0.3769656718,0.5894,0.577142394180213,0.13382833598657826,0.8056032729122911,0
1321,0.0769,4.1538,13,0.1597,0.7586,0.1829,0.3333,0.2667,-0.2812122486,0.2174106974,0.2105263158,0.7611969113,0.7168,0.13445256898429378,0.2351975656736428,0.96260303957276,0
1322,0.0,6.75,4,0.3663,0.3111,0.1136,0.0,0.0,0.9224315888,0.0560704737,1.0,0.4479071796,0.5141,0.11881454035443667,0.234761513783031,0.9647642907190668,0
1323,0.0714,4.1667,6,0.2107,-0.2918,0.2479,0.5,0.25,-0.181509498,0.3864647535,0.6666666667,0.6961467862,0.7287,0.23962681807805444,0.21720755397584554,0.9462557088618369,1
1324,0.1071,4.0769,13,0.1952,0.1992,0.645,0.5,0.5,0.0907199519,0.29723165170000004,1.0,0.7367339134,0.568,0.1949039037040441,0.25144462755296576,0.9480443384123316,1
1325,0.0357,4.5,6,0.1445,0.2666,0.086,0.0,0.0,-0.5652911198,0.0751624329,0.6666666667,0.4941335022,0.6412,0.20543332972987852,0.2351798814524445,0.9499934580806908,0
1326,0.1071,6.8,5,0.3844,0.042,0.413,0.5,0.5,0.1164508369,0.3488978287,1.0,0.730035007,0.7566,0.15144799558638994,0.23613298281683226,0.959846195522434,1
1327,0.0714,3.3333,6,0.2857,0.7994,0.3916,0.5,0.75,0.1373274639,0.6666666667,0.6666666667,0.892881155,0.8332,0.1887805616431142,0.2406266131819477,0.9520823139699086,1
1328,0.1071,4.7692,13,0.2171,0.2015,0.1848,0.5,0.25,0.1323131453,0.2507640894,1.0,0.6823121309000001,0.5626,0.21371919664195307,0.2531346427327378,0.9435289914121808,1
1329,0.0714,5.0,4,0.4,-0.5,0.3948,0.5,0.5,0.0013476245,0.6666666667,0.6666666667,0.8199341893000001,0.8471,0.1332570983086791,0.2391763919327463,0.9617885418803784,1
1330,0.0714,4.5,8,0.3431,-0.3533,0.306,1.0,0.75,0.543967622,0.7695613147,1.0,0.6663869619,0.7637,0.35751036781018625,0.2324669607578185,0.9045139297237208,1
1331,0.0714,6.75,4,0.3939,-0.2194,1.1173,0.5,0.25,-0.1092545217,0.4411012717,1.0,0.728223443,0.7837,0.13969420115006378,0.2348107105961648,0.961950861715072,1
1332,0.0357,3.3333,3,0.1031,-0.3751,0.306,0.0,0.0,-0.0219558654,0.0487215608,0.3333333333,0.40411672,0.7015,0.2659643232783669,0.2497101064717437,0.931078858888414,0
1333,0.0714,4.0,8,0.2773,-0.2492,0.4678,1.0,0.5,-0.1722656983,0.6931075388,1.0,0.8824787736,0.7202,0.18368238513535512,0.23774745704474545,0.9538013042870848,1
1334,0.0714,4.2222,9,0.2496,-0.1847,0.3913,1.0,0.5,-0.3445022452000001,0.6931075388,1.0,0.8484854102,0.6777,0.18368238513535512,0.23774745704474545,0.9538013042870848,1
1335,0.0714,4.0,8,0.2773,0.4943,0.1988,1.0,0.5,-0.1722656983,0.6931075388,1.0,0.8824787736,0.7202,0.18368238513535512,0.23774745704474545,0.9538013042870848,1
1336,0.0714,4.0,12,0.1883,-0.8176,0.2276,0.5,0.25,0.3088235347,0.3306154486,1.0,0.5718403459,0.588,0.18460368300407573,0.2497374115281737,0.950553894055744,1
1337,0.0357,3.625,8,0.1662,0.2251,0.2069,0.5,0.25,-0.2207257604,0.3597742054,0.6666666667,0.7011830806999999,0.6446,0.2708956434833589,0.2365779497821193,0.9330843606119577,0
1338,0.0714,4.125,8,0.2773,0.1462,0.531,1.0,0.5,-0.3151254471,0.6931075388,1.0,0.8465411663,0.7234,0.18368238513535512,0.23774745704474545,0.9538013042870848,1
1339,0.0714,4.1111,9,0.2496,-0.5647,0.8407,1.0,0.5,-0.2661615788,0.6931075388,1.0,0.8701908587999999,0.6941,0.18368238513535512,0.23774745704474545,0.9538013042870848,1
1340,0.1429,3.8333,12,0.2813,0.8339,0.5612,0.5,0.5,-0.5418358331,0.3875448949000001,1.0,0.6938263178,0.5653,0.14423812955872786,0.2343734202375187,0.9613867389701022,1
1341,0.0357,3.4286,7,0.165,0.4681,0.9175,0.0,0.0,0.219866981,0.0789105421,0.6666666667,0.3504797518,0.586,0.76043039230986,0.3511778904758801,0.5462780497991687,0
1342,0.0,6.25,4,0.2823,0.481,0.1848,0.0,0.0,-0.1904403213,0.0638211879,1.0,0.4910054207,0.6665,0.13277223331131704,0.2307678627838129,0.963907530610544,0
1343,0.0357,3.1,10,0.1661,0.1457,0.3948,0.0,0.0,0.35082301990000003,0.3580393558,1.0,0.4603140652,0.5479,0.4217837037206149,0.311278713684948,0.8515891437086107,0
1344,0.0714,3.7143,7,0.25,-0.2252,0.2069,1.0,0.5,-0.1158913739,0.6666666667,0.6666666667,0.8742588758,0.7345,0.1887805616431142,0.2406266131819477,0.9520823139699086,1
1345,0.0714,3.1111,9,0.1942,0.0988,0.2069,0.5,0.25,0.347226917,0.4122438754,1.0,0.6122698784,0.6318,0.20453769439479275,0.2581944277222261,0.9441927605446117,1
1346,0.0357,5.375,8,0.1943,0.1374,0.1988,0.0,0.25,0.1123315639,0.0659377658,1.0,0.5122059584,0.6178,0.1535134829048149,0.2335233013284017,0.96015648636205,0
1347,0.1071,6.8,5,0.3844,-0.2255,0.2276,0.5,0.5,0.1164508369,0.3488978287,1.0,0.730035007,0.7566,0.15144799558638994,0.23613298281683226,0.959846195522434,1
1348,0.1071,5.25,8,0.3271,-0.1104,0.413,0.5,0.25,-0.4948932551,0.2964925621,1.0,0.6581814885,0.6857,0.15542816931589334,0.23685817069076395,0.9590309125154072,1
1349,0.0714,4.0,10,0.2651,0.2712,0.3916,1.0,0.5,0.4111776788,0.5280352369,1.0,0.7678779364,0.6728,0.1700035857122896,0.2391653325089286,0.9559805042838779,1
1350,0.0357,3.5556,9,0.1011,0.7207,0.4284,0.0,0.0,-0.1354656712,0.0751624329,0.6666666667,0.538392663,0.5789,0.20543332972987852,0.2351798814524445,0.9499934580806908,0
1351,0.1429,6.0,7,0.363,0.2298,0.306,0.0,0.5,-0.0037049314,0.2938656741,1.0,0.5504369736,0.7268,0.22496385446933093,0.2395617872221736,0.944458264977982,0
1352,0.0714,4.0714,14,0.2193,-0.0769,0.4678,0.5,0.5,0.4891023119,0.22646296850000006,0.6666666667,0.4796590209,0.5469,0.558165606190151,0.18480411374195144,0.8088872576635344,1
1353,0.0714,6.0,7,0.3501,0.3663,0.3913,0.5,0.5,0.6756494467,0.2870889525,1.0,0.6831490993000001,0.6654,0.1315045519413675,0.2376535189831648,0.9624070644657692,1
1354,0.0357,4.4286,7,0.2357,0.3158,0.1988,0.5,0.25,-0.6306101381,0.3827331918,1.0,0.7035344839,0.6394,0.1339948031456107,0.23447252412667666,0.9628437194891152,1
1355,0.1429,4.7273,11,0.308,0.6485,0.1848,1.0,0.75,-0.0626126368,0.4107447123,1.0,0.7856554984999999,0.6331,0.19164730472802646,0.2385761961575288,0.9520255822284858,1
1356,0.1429,3.7778,18,0.2331,0.138,0.306,1.5,0.75,0.6249932109,0.4645090901,0.8571428570999999,0.6754135489,0.5441,0.25034361850474124,0.2606036437295892,0.9324236234399116,1
1357,0.1786,4.9333,15,0.2625,0.7609999999999999,0.5783,0.5,0.5,0.0029222932,0.3633890117,1.0,0.7308137417,0.5457,0.19148870375289725,0.23856969503745945,0.9520591247106288,1
1358,0.0312,3.7,10,0.0644,0.3185,0.5608,0.0,0.0,-0.224364524,0.0320763289,0.3333333333,0.39441818,0.5481,0.17386222163874182,0.23490135052959424,0.9563437056865138,0
1359,0.0938,4.375,8,0.0828,-0.2918,0.7172,0.1429,0.0714,-0.2640449655,0.2022207121,0.3333333333,0.3957615197,0.5427,0.4382019958134679,0.375303408001654,0.8167780376622755,0
1360,0.0938,2.9412,17,0.1078,0.194,0.5265,0.0,0.0714,-0.0800092996,0.0422976289,0.5,0.4037457108,0.6179,0.2104595047752068,0.24641033938273124,0.9460384460977588,0
1361,0.0625,3.75,12,0.0911,0.2784,0.5745,0.0,0.1429,0.4084451173,0.1805630504,0.3333333333,0.6411191821,0.6957,0.240752725875108,0.2578003403428625,0.9357227738506791,1
1362,0.1562,4.1765,17,0.1429,0.058,0.5299,0.0,0.0714,-0.0671823898,0.2205030345,0.5833333333,0.4388464987,0.6957,0.2476005346585487,0.2701110199531858,0.9304482855788658,1
1363,0.0625,3.7273,11,0.0639,0.8022,0.0,0.0,0.0,-0.2003558437,0.0138511443,0.1666666667,0.5007725358,0.6993,0.15257475036152862,0.2519767792557672,0.9556299745550092,0
1364,0.125,3.5833,12,0.1341,0.1922,0.1956,0.2857,0.1429,-0.1870793306,0.287680314,0.5,0.4436078072,0.6436,0.4485336692218879,0.2967242769951897,0.8430730994498828,0
1365,0.0312,4.5667,30,0.3175,-0.4561,0.5077,0.5714,0.3571,0.5586031318,0.4152356934000001,0.875,0.7282348275,0.7337,0.4280527336284341,0.1798103500396799,0.8856856639078182,0
1366,0.1562,3.9167,12,0.0784,-0.3365,0.8867,0.0,0.0,-0.7126057416,0.1221994729,0.3333333333,0.3470828831,0.4889,0.2178788870490403,0.27351260760091833,0.9368669297512948,0
1367,0.1875,4.4167,24,0.3031,-0.1686,0.1499,0.2857,0.4286,0.6003839414,0.508534146,0.9166666667,0.7270808816,0.8017,0.3051782839022953,0.28328057694794,0.9091855309883085,1
1368,0.0,4.1667,12,0.1481,-0.3654,0.5608,0.4286,0.2857,0.3514698156,0.3333333333,0.3333333333,0.736286819,0.6645,0.11881454035443667,0.234761513783031,0.9647642907190668,0
1369,0.0625,3.375,8,0.0746,-0.2374,1.0995,0.0,0.1429,-0.4324470461,0.0959986521,0.25,0.5326489806,0.6579999999999999,0.15167706769899922,0.23997367728669705,0.9588569764796694,0
1370,0.0312,3.75,4,0.0767,-0.2027,0.7172,0.0,0.1429,-0.5586895374,0.25,0.25,0.4337303936,0.4921,0.2915584443982322,0.26429955325722904,0.9193146467059644,0
1371,0.0625,3.625,8,0.0746,0.4908,0.5299,0.1429,0.0714,-0.629529954,0.0959986521,0.25,0.5085756183,0.5899,0.15167706769899922,0.23997367728669705,0.9588569764796694,0
1372,0.0312,3.1053,19,0.1318,-0.823,0.0,0.1429,0.1429,0.2692534126,0.1379987104,0.5833333333,0.4654406309,0.6489,0.7964469613950538,0.4347413279120915,0.4203239411332849,1
1373,0.1562,4.25,12,0.1194,0.2157,0.1956,0.1429,0.0714,-0.2269007468,0.2800104526,0.4166666667,0.4608509839,0.5753,0.4495624805104344,0.372293177015348,0.8119675895410629,0
1374,0.0938,2.8889,18,0.1068,0.1604,0.5077,0.1429,0.0714,-0.1618481034,0.13254918710000002,0.4166666667,0.4366766214,0.5952,0.2986478525115645,0.29556717409780703,0.9074411858550764,0
1375,0.0625,3.5714,7,0.0941,-0.5568,1.4229,0.2857,0.1429,0.4199942841,0.1806674685,0.25,0.5783311128999999,0.5539,0.3212836896847838,0.24655248693605636,0.9143241558266836,0
1376,0.0938,4.0,8,0.127,0.8270000000000001,0.9521,0.2857,0.2857,0.2073775033,0.2557397466,0.3333333333,0.6817857026999999,0.6934,0.31187509641039296,0.2484288147398243,0.9170698164512744,0
1377,0.0938,4.2222,9,0.0883,0.4672,0.0,0.1429,0.0714,-0.2873363809,0.0979287669,0.25,0.4481184781000001,0.6091,0.17310922073957524,0.23686075946114016,0.955996955184706,0
1378,0.0,2.875,8,0.0,0.4934,0.1499,0.0,0.0,-0.0115989128,0.0,0.0,0.06152735650000001,0.3303,0.915099923112379,0.11465926839635625,0.3865816639347119,0
1379,0.125,4.0909,11,0.1105,0.1306,0.5707,0.1429,0.0714,-0.1221998971,0.2118637467,0.4166666667,0.4328327179,0.591,0.21073559642274306,0.2766610469009081,0.9375762227830036,0
1380,0.0,3.5556,9,0.0482,-0.2302,0.7216,0.0,0.0,0.06641981870000001,0.0449097417,0.3333333333,0.0919015929,0.3544,0.9786054022971992,-0.0536787054644569,0.1986203996934789,0
1381,0.0625,3.8571,7,0.0746,0.1027,0.7645,0.1429,0.0714,-0.629636218,0.0959986521,0.25,0.4814241827,0.5649,0.15167706769899922,0.23997367728669705,0.9588569764796694,0
1382,0.0312,4.1429,7,0.0416,0.1308,0.8215,0.0,0.0,0.2056518078,0.0416697408,0.1666666667,0.3635825217,0.4767,0.12809953278166525,0.23619713357279995,0.9632244929366736,0
1383,0.125,3.9231,13,0.1296,-0.2025,0.565,0.0,0.0714,-0.3314781343,0.2036026914,0.5,0.4959725142,0.6732,0.21001238450428425,0.2766164102111875,0.9377516515350429,0
1384,0.125,4.3333,15,0.1757,-0.1113,0.0,0.2857,0.1429,-0.18727937,0.2939859572,0.5833333333,0.5349540114,0.654,0.17490612833309316,0.2666708632180145,0.9477839927863768,0
1385,0.0938,3.6923,13,0.0997,0.2839,0.2085,0.0,0.0714,-0.5303664605,0.287680314,0.5,0.32364362480000003,0.5183,0.5223042767535586,0.3768460382232151,0.7649740557433364,0
1386,0.0625,3.5556,9,0.0863,0.7138,0.4093,0.1429,0.1429,-0.6389766521,0.1835235563,0.25,0.3973843157,0.4897,0.333562664879126,0.2347407432518458,0.9130349018828946,0
1387,0.125,3.7826,23,0.2557,0.2291,0.9519,0.7143,0.3571,-0.2245988506,0.5300104526,0.75,0.6585844159,0.7517,0.27804570957292624,0.28451239650700594,0.9174656830759004,1
1388,0.0312,4.25,12,0.0918,-0.0943,0.2772,0.0,0.0,0.061208807,0.0538456739,0.3333333333,0.4982809722,0.5369,0.6589809668353501,0.1679409943467394,0.7331711312964905,0
1389,0.0938,4.0,14,0.1346,0.3721,0.5707,0.1429,0.0714,-0.6639592944,0.1133437859,0.5,0.4453562498,0.6518,0.4484011163746145,0.4156438478466638,0.791313231648011,0
1390,0.0625,3.6923,13,0.1252,0.3214,1.1338,0.2857,0.2143,0.5063551585,0.2558665066,0.4166666667,0.6969435811,0.6957,0.4379305290869492,0.32517514880413684,0.8381395911743057,1
1391,0.2188,4.45,20,0.1737,0.6548,0.7216,0.1429,0.0714,0.2588320557,0.2888661395,0.6666666667,0.5257709622,0.6445,0.2539530521271366,0.2663614525413809,0.9298168765490102,0
1392,0.125,3.875,16,0.1424,0.1358,0.565,0.1429,0.0714,-0.2163891902,0.1370171869,0.5,0.4881826341,0.6369,0.19825781172854406,0.27448872406028524,0.9409302739588974,1
1393,0.0625,3.3333,9,0.0746,0.7575,0.0,0.1429,0.0714,-0.4420704387,0.0959986521,0.25,0.5147705078,0.6342,0.15167706769899922,0.23997367728669705,0.9588569764796694,0
1394,0.0612,4.6,10,0.2539,0.3138,0.1385,0.25,0.2143,0.6074215552000001,0.3151722436,0.4285714286,0.6707900763,0.6631,0.7581768578717087,0.482746735926409,0.4383188806567437,1
1395,0.1224,4.2174,23,0.2694,-0.4398,0.1587,0.375,0.2857,0.5450287790999999,0.3745232948,0.3571428571,0.6782569884999999,0.6533,0.5162385221305206,0.5046176117684901,0.6919962818986539,1
1396,0.2245,5.3,20,0.5342,0.1939,0.0,0.5,0.5714,-0.0224847675,0.7696028702,0.8,0.8530973195999999,0.8167,0.4391622280142777,0.33645110197487776,0.8330289271480471,1
